primary_key,企业名称,证书编号,认定时间,有效期
21296,上海崮德智能科技有限公司,GR202331004647,2023/12/12 0:00,三年
21297,上海谛谱智能科技有限公司,GR202331004648,2023/12/12 0:00,三年
21298,上海恺盛消防科技有限公司,GR202331004649,2023/12/12 0:00,三年
21299,上海东建科技发展有限公司,GR202331004650,2023/12/12 0:00,三年
21300,上海贝赞通信技术有限公司,GR202331004651,2023/12/12 0:00,三年
21301,上海华懋环保节能设备有限公司,GR202331004652,2023/12/12 0:00,三年
21302,上海实树汽车工程技术股份有限公司,GR202331004653,2023/12/12 0:00,三年
21303,中标软件有限公司,GR202331004654,2023/12/12 0:00,三年
21304,上海雨冉实业有限公司,GR202331004655,2023/12/12 0:00,三年
21305,上海医米信息技术有限公司,GR202331004656,2023/12/12 0:00,三年
21306,上海敏掌科技有限公司,GR202331004657,2023/12/12 0:00,三年
21307,上海安馒网络科技有限公司,GR202331004658,2023/12/12 0:00,三年
21308,上海安全印务有限公司,GR202331004659,2023/12/12 0:00,三年
21309,汉宁化学（上海）有限公司,GR202331004660,2023/12/12 0:00,三年
21310,上海欧睿供应链管理有限公司,GR202331004661,2023/12/12 0:00,三年
21311,上海仪耐新材料科技有限公司,GR202331004662,2023/12/12 0:00,三年
21312,缘石科技（上海）有限公司,GR202331004663,2023/12/12 0:00,三年
21313,上海磊仕建筑钢品有限公司,GR202331004664,2023/12/12 0:00,三年
21314,上海湛信科技发展有限公司,GR202331004665,2023/12/12 0:00,三年
21315,上海孚清生物科技有限公司,GR202331004666,2023/12/12 0:00,三年
21316,上海万铭环保科技股份有限公司,GR202331004667,2023/12/12 0:00,三年
21317,上海飞智电子科技有限公司,GR202331004668,2023/12/12 0:00,三年
21318,上海高中压阀门股份有限公司,GR202331004669,2023/12/12 0:00,三年
21319,逸励实业（上海）有限公司,GR202331004670,2023/12/12 0:00,三年
21320,宇圣智能科技（上海）有限公司,GR202331004671,2023/12/12 0:00,三年
21321,和图（上海）艺术包装有限公司,GR202331004672,2023/12/12 0:00,三年
21322,上海碳衡科技有限公司,GR202331004673,2023/12/12 0:00,三年
21323,上海申元工程投资咨询有限公司,GR202331004674,2023/12/12 0:00,三年
21324,上海慧能泰半导体科技有限公司,GR202331004675,2023/12/12 0:00,三年
21325,上海万澄环保科技有限公司,GR202331004676,2023/12/12 0:00,三年
21326,上海瑞圣生物医学科技有限公司,GR202331004677,2023/12/12 0:00,三年
21327,上海百善实业发展有限公司,GR202331004678,2023/12/12 0:00,三年
21328,上海苏新环境科技有限公司,GR202331004679,2023/12/12 0:00,三年
21329,声辐文化传播（上海）有限公司,GR202331004680,2023/12/12 0:00,三年
21330,上海柜族实业有限公司,GR202331004681,2023/12/12 0:00,三年
21331,上海鼎晅机械制造有限公司,GR202331004682,2023/12/12 0:00,三年
21332,上海万根网络技术有限公司,GR202331004683,2023/12/12 0:00,三年
21333,上海东方泵业（集团）有限公司,GR202331004684,2023/12/12 0:00,三年
21334,一木兑（上海）科技有限公司,GR202331004685,2023/12/12 0:00,三年
21335,上海申南爱信诺航天信息有限公司,GR202331004686,2023/12/12 0:00,三年
21336,上海雁字建筑咨询有限公司,GR202331004687,2023/12/12 0:00,三年
21337,上海互锐智能科技有限公司,GR202331004688,2023/12/12 0:00,三年
21338,上海浩羽箱包有限公司,GR202331004689,2023/12/12 0:00,三年
21339,上海山奔工业仪电有限公司,GR202331004690,2023/12/12 0:00,三年
21340,博大绿泽生态建设集团有限公司,GR202331004691,2023/12/12 0:00,三年
21341,上海凡时测控技术有限公司,GR202331004692,2023/12/12 0:00,三年
21342,上海林志门窗系统科技有限公司,GR202331004693,2023/12/12 0:00,三年
21343,上海劲兆互感器有限公司,GR202331004694,2023/12/12 0:00,三年
21344,上海品课信息科技有限公司,GR202331004695,2023/12/12 0:00,三年
21345,上海幻刃网络科技有限公司,GR202331004696,2023/12/12 0:00,三年
21346,上海琥森五金机械有限公司,GR202331004697,2023/12/12 0:00,三年
21347,上海邯祥机电成套设备有限公司,GR202331004698,2023/12/12 0:00,三年
21348,上海纯品信息科技有限公司,GR202331004699,2023/12/12 0:00,三年
21349,上海路溱微电子技术有限公司,GR202331004700,2023/12/12 0:00,三年
21350,上海东诚测绘有限公司,GR202331004701,2023/12/12 0:00,三年
21351,上海鲍麦克斯电子科技有限公司,GR202331004702,2023/12/12 0:00,三年
21352,朗灏孚纳米科技（上海）有限公司,GR202331004703,2023/12/12 0:00,三年
21353,上海同立电工材料有限公司,GR202331004704,2023/12/12 0:00,三年
21354,上海碳纤维复合材料创新研究院有限公司,GR202331004705,2023/12/12 0:00,三年
21355,上海广盾信息系统有限公司,GR202331004706,2023/12/12 0:00,三年
21356,上海川禾实业发展有限公司,GR202331004707,2023/12/12 0:00,三年
21357,上海阿兵食品机械有限公司,GR202331004708,2023/12/12 0:00,三年
21358,上海凯佑辉精密机械有限公司,GR202331004709,2023/12/12 0:00,三年
21359,上海航翼高新技术发展研究院有限公司,GR202331004710,2023/12/12 0:00,三年
21360,檀安建筑材料科技（上海）有限公司,GR202331004711,2023/12/12 0:00,三年
21361,上海专一热处理有限公司,GR202331004712,2023/12/12 0:00,三年
21362,上海旭和环境设备有限公司,GR202331004713,2023/12/12 0:00,三年
21363,上海美置信息技术有限公司,GR202331004714,2023/12/12 0:00,三年
21364,上海钡云网络科技有限公司,GR202331004715,2023/12/12 0:00,三年
21365,上海梦之路数字科技有限公司,GR202331004716,2023/12/12 0:00,三年
21366,上海小牛医药服务有限公司,GR202331004717,2023/12/12 0:00,三年
21367,上海宝川自控成套设备有限公司,GR202331004718,2023/12/12 0:00,三年
21368,上海民航华东空管工程技术有限公司,GR202331004719,2023/12/12 0:00,三年
21369,上海医勒希科技有限公司,GR202331004720,2023/12/12 0:00,三年
21370,上海维跃信息科技有限公司,GR202331004721,2023/12/12 0:00,三年
21371,上海青蔓网络科技有限公司,GR202331004722,2023/12/12 0:00,三年
21372,上海索梦网络科技有限公司,GR202331004723,2023/12/12 0:00,三年
21373,上海耀源精机有限公司,GR202331004724,2023/12/12 0:00,三年
21374,上海卉泽不锈钢制品有限公司,GR202331004725,2023/12/12 0:00,三年
21375,上海肤焕科技有限公司,GR202331004726,2023/12/12 0:00,三年
21376,上海瑞司倍海洋工程技术有限公司,GR202331004727,2023/12/12 0:00,三年
21377,上海耀舜机械设备有限公司,GR202331004728,2023/12/12 0:00,三年
21378,上海正屹信息科技有限公司,GR202331004729,2023/12/12 0:00,三年
21379,游仁信息科技（上海）有限公司,GR202331004730,2023/12/12 0:00,三年
21380,上海缘寰信息科技有限公司,GR202331004731,2023/12/12 0:00,三年
21381,上海征聚信息技术有限公司,GR202331004732,2023/12/12 0:00,三年
21382,上海蓝灯人力资源有限公司,GR202331004733,2023/12/12 0:00,三年
21383,上海和峰印务科技有限公司,GR202331004734,2023/12/12 0:00,三年
21384,上海广域信息网络有限公司,GR202331004735,2023/12/12 0:00,三年
21385,上海埃威信息科技有限公司,GR202331004736,2023/12/12 0:00,三年
21386,上海谦然自动化科技有限公司,GR202331004737,2023/12/12 0:00,三年
21387,上海大跃塑料制品有限公司,GR202331004738,2023/12/12 0:00,三年
21388,上海隆光工业制刷有限公司,GR202331004739,2023/12/12 0:00,三年
21389,上海络昕信息科技有限公司,GR202331004740,2023/12/12 0:00,三年
21390,西屋港能企业（上海）股份有限公司,GR202331004741,2023/12/12 0:00,三年
21391,上海大纪新格工业炉有限公司,GR202331004742,2023/12/12 0:00,三年
21392,上海浦非特网络科技有限公司,GR202331004743,2023/12/12 0:00,三年
21393,山本焊接波纹管（上海）有限公司,GR202331004744,2023/12/12 0:00,三年
21394,昂宝电子（上海）有限公司,GR202331004745,2023/12/12 0:00,三年
21395,上海群宝建材有限公司,GR202331004746,2023/12/12 0:00,三年
21396,上海希壤元信息科技有限公司,GR202331004747,2023/12/12 0:00,三年
21397,上海玺太三维科技有限公司,GR202331004748,2023/12/12 0:00,三年
21398,上海莱锦自动化机电有限公司,GR202331004749,2023/12/12 0:00,三年
21399,大设（上海）信息科技有限公司,GR202331004750,2023/12/12 0:00,三年
21400,上海亿山睦教育科技有限公司,GR202331004751,2023/12/12 0:00,三年
21401,上海问云生物科技有限公司,GR202331004752,2023/12/12 0:00,三年
21402,澜起科技股份有限公司,GR202331004753,2023/12/12 0:00,三年
21403,上海迈拓电子科技有限公司,GR202331004754,2023/12/12 0:00,三年
21404,上海常嘉纺织科技有限公司,GR202331004755,2023/12/12 0:00,三年
21405,中远海运科技股份有限公司,GR202331004756,2023/12/12 0:00,三年
21406,上海昌亿网络技术有限公司,GR202331004757,2023/12/12 0:00,三年
21407,上海若海汽车零部件有限公司,GR202331004758,2023/12/12 0:00,三年
21408,上海轻叶工程科技有限公司,GR202331004759,2023/12/12 0:00,三年
21409,上海集强金属工业有限公司,GR202331004760,2023/12/12 0:00,三年
21410,上海锥智网络科技有限公司,GR202331004761,2023/12/12 0:00,三年
21411,上海万尔芯智能科技有限公司,GR202331004762,2023/12/12 0:00,三年
21412,上海拓璞数控科技股份有限公司,GR202331004763,2023/12/12 0:00,三年
21413,上海蜂虎信息科技有限公司,GR202331004764,2023/12/12 0:00,三年
21414,上海家必宜智能科技有限公司,GR202331004765,2023/12/12 0:00,三年
21415,原美环境技术（上海）有限公司,GR202331004766,2023/12/12 0:00,三年
21416,上海翼琏医疗科技有限公司,GR202331004767,2023/12/12 0:00,三年
21417,上海德作实业有限公司,GR202331004768,2023/12/12 0:00,三年
21418,上海御玺装饰工程有限公司,GR202331004769,2023/12/12 0:00,三年
21419,上海日之升科技有限公司,GR202331004770,2023/12/12 0:00,三年
21420,上海韵达高新技术有限公司,GR202331004771,2023/12/12 0:00,三年
21421,上海铿努信息科技有限公司,GR202331004772,2023/12/12 0:00,三年
21422,上海诺凡特教育科技有限公司,GR202331004773,2023/12/12 0:00,三年
21423,上海商云电子商务有限公司,GR202331004774,2023/12/12 0:00,三年
21424,上海汉得融晶信息科技有限公司,GR202331004775,2023/12/12 0:00,三年
21425,瑞数信息技术（上海）有限公司,GR202331004776,2023/12/12 0:00,三年
21426,艾洛钛紧固件（上海）有限公司,GR202331004777,2023/12/12 0:00,三年
21427,上海大智慧财汇数据科技有限公司,GR202331004778,2023/12/12 0:00,三年
21428,上海信联信息发展股份有限公司,GR202331004779,2023/12/12 0:00,三年
21429,上海茗晟食品有限公司,GR202331004780,2023/12/12 0:00,三年
21430,上海讯服信息技术有限公司,GR202331004781,2023/12/12 0:00,三年
21431,上海元腾通信科技有限公司,GR202331004782,2023/12/12 0:00,三年
21432,上海粮全其美食品技术有限公司,GR202331004783,2023/12/12 0:00,三年
21433,敏业信息科技（上海）有限公司,GR202331004784,2023/12/12 0:00,三年
21434,上海才查到科技有限公司,GR202331004785,2023/12/12 0:00,三年
21435,上海咖玫迩风机有限公司,GR202331004786,2023/12/12 0:00,三年
21436,世迈特软件科技（上海）有限公司,GR202331004787,2023/12/12 0:00,三年
21437,上海富铭密封材料股份有限公司,GR202331004788,2023/12/12 0:00,三年
21438,箱讯科技（上海）有限公司,GR202331004789,2023/12/12 0:00,三年
21439,上海摩漾生物科技有限公司,GR202331004790,2023/12/12 0:00,三年
21440,上海新眼光医疗器械股份有限公司,GR202331004791,2023/12/12 0:00,三年
21441,上海锝堡塑胶科技有限公司,GR202331004792,2023/12/12 0:00,三年
21442,定智衣（上海）服装科技有限公司,GR202331004793,2023/12/12 0:00,三年
21443,上海谦盈企业管理有限公司,GR202331004794,2023/12/12 0:00,三年
21444,合城设计集团有限公司,GR202331004795,2023/12/12 0:00,三年
21445,上海工业锅炉研究所有限公司,GR202331004796,2023/12/12 0:00,三年
21446,上海所思互动信息科技有限责任公司,GR202331004797,2023/12/12 0:00,三年
21447,上海雾都信息科技有限公司,GR202331004798,2023/12/12 0:00,三年
21448,上海晞铭信息技术有限公司,GR202331004799,2023/12/12 0:00,三年
21449,仓晟信息科技（上海）有限公司,GR202331004800,2023/12/12 0:00,三年
21450,上海易多思航空科技有限公司,GR202331004801,2023/12/12 0:00,三年
21451,上海至弘电气科技有限公司,GR202331004802,2023/12/12 0:00,三年
21452,北测（上海）电子科技有限公司,GR202331004803,2023/12/12 0:00,三年
21453,上海电巴新能源科技有限公司,GR202331004804,2023/12/12 0:00,三年
21454,上海羿隆建设工程有限公司,GR202331004805,2023/12/12 0:00,三年
21455,上海见行信息科技有限公司,GR202331004806,2023/12/12 0:00,三年
21456,上海点艺信息技术有限公司,GR202331004807,2023/12/12 0:00,三年
21457,上海鼎为物联技术有限公司,GR202331004808,2023/12/12 0:00,三年
21458,上海华力微电子有限公司,GR202331004809,2023/12/12 0:00,三年
21459,仟传网络科技（上海）有限公司,GR202331004810,2023/12/12 0:00,三年
21460,上海通邑能源科技有限公司,GR202331004811,2023/12/12 0:00,三年
21461,上海渔米可禧文化传媒有限公司,GR202331004812,2023/12/12 0:00,三年
21462,上海双湖信息科技有限公司,GR202331004813,2023/12/12 0:00,三年
21463,中国航空无线电电子研究所,GR202331004814,2023/12/12 0:00,三年
21464,上海朗惠包装机械有限公司,GR202331004815,2023/12/12 0:00,三年
21465,上海海阳大健康产业集团股份有限公司,GR202331004816,2023/12/12 0:00,三年
21466,上海赋昇科技有限公司,GR202331004817,2023/12/12 0:00,三年
21467,中天集团上海超导技术有限公司,GR202331004818,2023/12/12 0:00,三年
21468,上海千格文化创意有限公司,GR202331004819,2023/12/12 0:00,三年
21469,上海杰开室内设计有限公司,GR202331004820,2023/12/12 0:00,三年
21470,上海杏川健康科技有限公司,GR202331004821,2023/12/12 0:00,三年
21471,上海振中建机科技有限公司,GR202331004822,2023/12/12 0:00,三年
21472,上海睿钛汽车工程技术有限公司,GR202331004823,2023/12/12 0:00,三年
21473,上海清歌数字科技有限公司,GR202331004824,2023/12/12 0:00,三年
21474,上海立中金属制品有限公司,GR202331004825,2023/12/12 0:00,三年
21475,冠通新创科技（上海）有限公司,GR202331004826,2023/12/12 0:00,三年
21476,上海普华科技发展股份有限公司,GR202331004827,2023/12/12 0:00,三年
21477,上海安维尔信息科技股份有限公司,GR202331004828,2023/12/12 0:00,三年
21478,上海仪电智能电子有限公司,GR202331004829,2023/12/12 0:00,三年
21479,上海宽尔网络科技有限公司,GR202331004830,2023/12/12 0:00,三年
21480,上海神降技术有限公司,GR202331004831,2023/12/12 0:00,三年
21481,上海航新生物科技有限公司,GR202331004832,2023/12/12 0:00,三年
21482,上海复士网络科技有限公司,GR202331004833,2023/12/12 0:00,三年
21483,上海脑虎科技有限公司,GR202331004834,2023/12/12 0:00,三年
21484,浩盟车料（上海）有限公司,GR202331004835,2023/12/12 0:00,三年
21485,上海沃比医疗科技有限公司,GR202331004836,2023/12/12 0:00,三年
21486,上海汉邦京泰数码技术有限公司,GR202331004837,2023/12/12 0:00,三年
21487,上海梦求网络科技有限公司,GR202331004838,2023/12/12 0:00,三年
21488,上海立新液压有限公司,GR202331004839,2023/12/12 0:00,三年
21489,上海铠铂云信息科技有限公司,GR202331004840,2023/12/12 0:00,三年
21490,上海佰翊医疗科技有限公司,GR202331004841,2023/12/12 0:00,三年
21491,上海蚂蚁昂客供应链科技有限公司,GR202331004842,2023/12/12 0:00,三年
21492,上海卓塔信息技术有限公司,GR202331004843,2023/12/12 0:00,三年
21493,上海会麦信息科技有限公司,GR202331004844,2023/12/12 0:00,三年
21494,上海为鹏科技有限公司,GR202331004845,2023/12/12 0:00,三年
21495,上海鸿欢网络科技有限公司,GR202331004846,2023/12/12 0:00,三年
21496,上海卡洛化学有限公司,GR202331004847,2023/12/12 0:00,三年
21497,上海禹登信息科技有限公司,GR202331004848,2023/12/12 0:00,三年
21498,上海方予健康医药科技有限公司,GR202331004849,2023/12/12 0:00,三年
21499,上海威流自动化设备有限公司,GR202331004850,2023/12/12 0:00,三年
21500,上海本安仪表系统有限公司,GR202331004851,2023/12/12 0:00,三年
21501,上海头趣科技有限公司,GR202331004852,2023/12/12 0:00,三年
21502,上海耐佳工程建设有限公司,GR202331004853,2023/12/12 0:00,三年
21503,上海润之信息科技有限公司,GR202331004854,2023/12/12 0:00,三年
21504,上海西门子开关有限公司,GR202331004855,2023/12/12 0:00,三年
21505,氢星（上海）生物科技有限公司,GR202331004856,2023/12/12 0:00,三年
21506,上海慕影信息科技有限公司,GR202331004857,2023/12/12 0:00,三年
21507,上海卓信通讯科技有限公司,GR202331004858,2023/12/12 0:00,三年
21508,上海嘉礴信息科技有限公司,GR202331004859,2023/12/12 0:00,三年
21509,上海鼎经自动化科技股份有限公司,GR202331004860,2023/12/12 0:00,三年
21510,上海玺源环保科技有限公司,GR202331004861,2023/12/12 0:00,三年
21511,上海梅斯医药科技有限公司,GR202331004862,2023/12/12 0:00,三年
21512,上海叁明索特信息科技有限公司,GR202331004863,2023/12/12 0:00,三年
21513,上海朗天环境科技有限公司,GR202331004864,2023/12/12 0:00,三年
21514,上海楚动智能科技有限公司,GR202331004865,2023/12/12 0:00,三年
21515,赛微医疗科技（上海）有限公司,GR202331004866,2023/12/12 0:00,三年
21516,上海远望液位计有限公司,GR202331004867,2023/12/12 0:00,三年
21517,上海大趋金属科技有限公司,GR202331004868,2023/12/12 0:00,三年
21518,稷青科技（上海）有限公司,GR202331004869,2023/12/12 0:00,三年
21519,研速医疗科技（上海）有限公司,GR202331004870,2023/12/12 0:00,三年
21520,上海午诃机电科技有限公司,GR202331004871,2023/12/12 0:00,三年
21521,上海汇创实业有限公司,GR202331004872,2023/12/12 0:00,三年
21522,上海常越机械设备有限公司,GR202331004873,2023/12/12 0:00,三年
21523,镁锘信息科技（上海）有限公司,GR202331004874,2023/12/12 0:00,三年
21524,上海申银机械（集团）有限公司,GR202331004875,2023/12/12 0:00,三年
21525,上海数成软件股份有限公司,GR202331004876,2023/12/12 0:00,三年
21526,上海微住科技有限公司,GR202331004877,2023/12/12 0:00,三年
21527,上海精泰技术有限公司,GR202331004878,2023/12/12 0:00,三年
21528,上海佳珊赫新材料科技有限公司,GR202331004879,2023/12/12 0:00,三年
21529,上海上恒电子有限公司,GR202331004880,2023/12/12 0:00,三年
21530,上海丝路云科信息股份有限公司,GR202331004881,2023/12/12 0:00,三年
21531,上海锐智科技有限公司,GR202331004882,2023/12/12 0:00,三年
21532,麦克微尔（上海）科技有限公司,GR202331004883,2023/12/12 0:00,三年
21533,君翰玺（上海）医疗器械有限公司,GR202331004884,2023/12/12 0:00,三年
21534,上海子戈信息科技有限公司,GR202331004885,2023/12/12 0:00,三年
21535,上海众调信息科技有限公司,GR202331004886,2023/12/12 0:00,三年
21536,上海徵美网络科技有限公司,GR202331004887,2023/12/12 0:00,三年
21537,长三角一体化示范区（上海）恒达欣科技有限公司,GR202331004888,2023/12/12 0:00,三年
21538,上海妥迪信息科技有限公司,GR202331004889,2023/12/12 0:00,三年
21539,思源电气股份有限公司,GR202331004890,2023/12/12 0:00,三年
21540,上海思奇高聚物材料有限公司,GR202331004891,2023/12/12 0:00,三年
21541,上海羽车智能科技有限公司,GR202331004892,2023/12/12 0:00,三年
21542,上海北嘉数码影像科技股份有限公司,GR202331004893,2023/12/12 0:00,三年
21543,上海爻塔科技有限公司,GR202331004894,2023/12/12 0:00,三年
21544,上海易存仓储设备有限公司,GR202331004895,2023/12/12 0:00,三年
21545,望裕环保科技（上海）有限公司,GR202331004896,2023/12/12 0:00,三年
21546,上海盛唐阀门科技股份有限公司,GR202331004897,2023/12/12 0:00,三年
21547,上海沛宇信息科技有限公司,GR202331004898,2023/12/12 0:00,三年
21548,上海宏昀船舶设备有限公司,GR202331004899,2023/12/12 0:00,三年
21549,中曼石油装备集团有限公司,GR202331004900,2023/12/12 0:00,三年
21550,上海锦砺信息科技有限公司,GR202331004901,2023/12/12 0:00,三年
21551,中免日上互联科技有限公司,GR202331004902,2023/12/12 0:00,三年
21552,正泰集团研发中心（上海）有限公司,GR202331004903,2023/12/12 0:00,三年
21553,思澈科技（上海）有限公司,GR202331004904,2023/12/12 0:00,三年
21554,上海神勇机械技术有限公司,GR202331004905,2023/12/12 0:00,三年
21555,上海海鸥数码照相机有限公司,GR202331004906,2023/12/12 0:00,三年
21556,上海镭翱电子科技有限公司,GR202331004907,2023/12/12 0:00,三年
21557,上海尚材试验机有限公司,GR202331004908,2023/12/12 0:00,三年
21558,上海贤世智能科技有限公司,GR202331004909,2023/12/12 0:00,三年
21559,上海界宏机械设备有限公司,GR202331004910,2023/12/12 0:00,三年
21560,环雷（上海）科技有限公司,GR202331004911,2023/12/12 0:00,三年
21561,上海协鸿智能科技有限公司,GR202331004912,2023/12/12 0:00,三年
21562,上海恒能轴承有限公司,GR202331004913,2023/12/12 0:00,三年
21563,上海复为策划设计集团有限公司,GR202331004914,2023/12/12 0:00,三年
21564,上海奇灏特自动化工程有限公司,GR202331004915,2023/12/12 0:00,三年
21565,上海盈宁纺织科技有限公司,GR202331004916,2023/12/12 0:00,三年
21566,上海澎睿智能科技有限公司,GR202331004917,2023/12/12 0:00,三年
21567,上海畅圣计算机科技有限公司,GR202331004918,2023/12/12 0:00,三年
21568,上海胜丰环境能源科技有限公司,GR202331004919,2023/12/12 0:00,三年
21569,上海润仪测控技术有限公司,GR202331004920,2023/12/12 0:00,三年
21570,上海爱餐机器人（集团）有限公司,GR202331004921,2023/12/12 0:00,三年
21571,上海丹诚图书数码科技有限公司,GR202331004922,2023/12/12 0:00,三年
21572,上海钰尧机械设备有限公司,GR202331004923,2023/12/12 0:00,三年
21573,上海欧盛展览工程有限公司,GR202331004924,2023/12/12 0:00,三年
21574,上海蓁康电子有限公司,GR202331004925,2023/12/12 0:00,三年
21575,上海博乐之星节能科技有限公司,GR202331004926,2023/12/12 0:00,三年
21576,上海云教信息技术有限公司,GR202331004927,2023/12/12 0:00,三年
21577,上海申华声学装备有限公司,GR202331004928,2023/12/12 0:00,三年
21578,上海科莫齿科技术有限公司,GR202331004929,2023/12/12 0:00,三年
21579,钜泉微电子（上海）有限公司,GR202331004930,2023/12/12 0:00,三年
21580,上海萧尚科技集团有限公司,GR202331004931,2023/12/12 0:00,三年
21581,上海谋乐网络科技有限公司,GR202331004932,2023/12/12 0:00,三年
21582,上海腾瑞纳化工科技有限公司,GR202331004933,2023/12/12 0:00,三年
21583,上海迅志图像科技有限公司,GR202331004934,2023/12/12 0:00,三年
21584,上海蓝箭鸿擎科技有限公司,GR202331004935,2023/12/12 0:00,三年
21585,上海瑞宙生物科技有限公司,GR202331004936,2023/12/12 0:00,三年
21586,上海鑫维半导体有限公司,GR202331004937,2023/12/12 0:00,三年
21587,麦柯尔医疗科技（上海）有限公司,GR202331004938,2023/12/12 0:00,三年
21588,上海科浩信息科技有限公司,GR202331004939,2023/12/12 0:00,三年
21589,上海智洋网络科技有限公司,GR202331004940,2023/12/12 0:00,三年
21590,上海皓厉机电科技有限公司,GR202331004941,2023/12/12 0:00,三年
21591,上海寰球工程有限公司,GR202331004942,2023/12/12 0:00,三年
21592,上海易同科技股份有限公司,GR202331004943,2023/12/12 0:00,三年
21593,上海宇研生物技术有限公司,GR202331004944,2023/12/12 0:00,三年
21594,上海士周信息科技有限公司,GR202331004945,2023/12/12 0:00,三年
21595,上海柏创智诚建筑设计有限公司,GR202331004946,2023/12/12 0:00,三年
21596,上海硅瑞恒汽车部件有限公司,GR202331004947,2023/12/12 0:00,三年
21597,上海金俪新材料科技有限公司,GR202331004948,2023/12/12 0:00,三年
21598,上海息未信息科技有限公司,GR202331004949,2023/12/12 0:00,三年
21599,上海欧叶齿科技术有限公司,GR202331004950,2023/12/12 0:00,三年
21600,上海皆盛电子科技有限公司,GR202331004951,2023/12/12 0:00,三年
21601,华竟（上海）模具科技有限公司,GR202331004952,2023/12/12 0:00,三年
21602,上海滨丽电子科技有限公司,GR202331004953,2023/12/12 0:00,三年
21603,上海冠甲电子有限公司,GR202331004954,2023/12/12 0:00,三年
21604,上海索验智能科技有限公司,GR202331004955,2023/12/12 0:00,三年
21605,上海峰彩实业有限公司,GR202331004956,2023/12/12 0:00,三年
21606,中通智运数字科技（上海）有限公司,GR202331004957,2023/12/12 0:00,三年
21607,上海多沐网络科技有限公司,GR202331004958,2023/12/12 0:00,三年
21608,上海中韩易捷特阀门有限公司,GR202331004959,2023/12/12 0:00,三年
21609,上海云脉芯联科技有限公司,GR202331004960,2023/12/12 0:00,三年
21610,上海意迅信息技术有限公司,GR202331004961,2023/12/12 0:00,三年
21611,上海煊盛建筑工程有限公司,GR202331004962,2023/12/12 0:00,三年
21612,上海首嘉医学临床研究有限公司,GR202331004963,2023/12/12 0:00,三年
21613,上海幸和电子科技有限公司,GR202331004964,2023/12/12 0:00,三年
21614,上海安和浩信息科技有限公司,GR202331004965,2023/12/12 0:00,三年
21615,矩智原力（上海）信息科技有限公司,GR202331004966,2023/12/12 0:00,三年
21616,上海千立自动化设备有限公司,GR202331004967,2023/12/12 0:00,三年
21617,上海巴拿拿科技有限公司,GR202331004968,2023/12/12 0:00,三年
21618,上海满秩信息技术有限公司,GR202331004969,2023/12/12 0:00,三年
21619,上海临枢健康科技有限公司,GR202331004970,2023/12/12 0:00,三年
21620,上海克龙化工技术有限公司,GR202331004971,2023/12/12 0:00,三年
21621,上海恺域信息科技有限公司,GR202331004972,2023/12/12 0:00,三年
21622,上海东软载波微电子有限公司,GR202331004973,2023/12/12 0:00,三年
21623,上海蜀昌电气有限公司,GR202331004974,2023/12/12 0:00,三年
21624,上海东方希望软件科技有限公司,GR202331004975,2023/12/12 0:00,三年
21625,上海冠顶工业设备有限公司,GR202331004976,2023/12/12 0:00,三年
21626,上海哈啰普惠科技有限公司,GR202331004977,2023/12/12 0:00,三年
21627,上海傲度金融信息服务有限公司,GR202331004978,2023/12/12 0:00,三年
21628,上海解兮生物科技有限公司,GR202331004979,2023/12/12 0:00,三年
21629,上海益沁环保科技有限公司,GR202331004980,2023/12/12 0:00,三年
21630,上海臣泰汽车科技有限公司,GR202331004981,2023/12/12 0:00,三年
21631,测升科技（上海）有限公司,GR202331004982,2023/12/12 0:00,三年
21632,上海美迪吉科技有限公司,GR202331004983,2023/12/12 0:00,三年
21633,上海富智远见云计算科技有限公司,GR202331004984,2023/12/12 0:00,三年
21634,上海橙轩智能科技有限公司,GR202331004985,2023/12/12 0:00,三年
21635,上海经未智能科技有限公司,GR202331004986,2023/12/12 0:00,三年
21636,上海辛格林纳新时达电机有限公司,GR202331004987,2023/12/12 0:00,三年
21637,上海高昕节能科技有限公司,GR202331004988,2023/12/12 0:00,三年
21638,智己汽车科技有限公司,GR202331004989,2023/12/12 0:00,三年
21639,达观数据有限公司,GR202331004990,2023/12/12 0:00,三年
21640,上海简法广告有限公司,GR202331004991,2023/12/12 0:00,三年
21641,上海道盾科技股份有限公司,GR202331004992,2023/12/12 0:00,三年
21642,上海宇桓信息系统有限公司,GR202331004993,2023/12/12 0:00,三年
21643,上海绿树环科数字科技有限公司,GR202331004994,2023/12/12 0:00,三年
21644,上海波宇净化科技有限公司,GR202331004995,2023/12/12 0:00,三年
21645,上海本趣网络科技有限公司,GR202331004996,2023/12/12 0:00,三年
21646,上海步朗电子科技有限公司,GR202331004997,2023/12/12 0:00,三年
21647,上海容贝实业有限公司,GR202331004998,2023/12/12 0:00,三年
21648,盛世荣恩生物科技有限公司,GR202331004999,2023/12/12 0:00,三年
21649,上海爱声生物医疗科技有限公司,GR202331005000,2023/12/12 0:00,三年
21650,上海中兴科源环保科技有限公司,GR202331005001,2023/12/12 0:00,三年
21651,五孚（上海）数据科技有限公司,GR202331005002,2023/12/12 0:00,三年
21652,上海乐港信息科技有限公司,GR202331005003,2023/12/12 0:00,三年
21653,上海凯馨信息科技有限公司,GR202331005004,2023/12/12 0:00,三年
21654,上海汶澜信息科技有限公司,GR202331005005,2023/12/12 0:00,三年
